Modelo,Color,Año Modelo,Modalidad de Venta,Moneda,Precio Real,PRECIO DE VENTA,Tipo Cambio (a soles),Tipo Cliente,Genero,Estado Civil,Kilometraje (x10 mil km),Siniestros,Mes
HILUX,PLATA METALICO,2024,Venta Directa,US $,40860,32688,4,JUR,Masculino,Soltero,12,4,Junio
AVANZA,BLANCO,2022,Venta Directa,US $,18790,15032,4,NAT,,Soltero,10,2,Enero
COROLLA,GRIS OSCURO METALICO,2021,Venta Directa,US $,20350,16280,4,NAT,Masculino,Soltero,7,3,Marzo
HILUX,BLANCO,2021,Venta Directa,US $,38850,31080,4,JUR,Masculino,Soltero,6,5,Febrero
ETIOS,BLANCO,2021,Venta Directa,US $,14000,11200,4,NAT,Masculino,Soltero,12,3,Agosto
ETIOS,BEIGE MICA,2019,Venta Directa,US $,11900,9520,4,NAT,Masculino,Casado,6,0,Diciembre
ETIOS,PLATA METALICO,2022,Crédito Vehicular MAF,US $,13240,10592,4,NAT,Masculino,Soltero,0,1,Nobiemvre
HILUX,PLATA METALICO,2021,Venta Directa,US $,43000,34400,4,NAT,Masculino,Soltero,2,3,Mayo
RUSH,NEGRO METALICO,2022,Crédito Vehicular MAF,US $,24030,19224,4,JUR,Femenino,Soltero,5,3,Octuvre
AVANZA,PLATA METALICO,2020,Venta Directa,US $,17490,13992,4,NAT,Masculino,Soltero,6,5,Enero
RUSH,ROJO MICA METALICO,2022,Venta Directa,US $,23890,19112,4,JUR,Masculino,Soltero,10,0,Octubre
RUSH,PLATA METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,12,4,Mayo
HILUX,PLATA METALICO,2022,Venta Directa,US $,43900,35120,4,JUR,Masculino,Soltero,11,2,Diciembre
AVANZA,GRIS OSCURO METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,7,4,Julio
HILUX,PLATA METALICO,2022,Venta Directa,US $,28950,23160,4,NAT,Masculino,Casado,6,3,Junio
AGYA,PLATA METALICO,2022,Venta Directa,US $,12990,10392,4,NAT,Masculino,Soltero,12,1,Agosto
RUSH,ROJO MICA METALICO,2021,Venta Directa,US $,23290,18632,4,JUR,Masculino,Soltero,6,0,Octuvre
RUSH,BLANCO,2021,Venta Directa,US $,21690,17352,4,NAT,Masculino,Soltero,0,0,Enero
COROLLA,ROJO MICA METALICO,2021,Venta Directa,US $,20600,16480,4,NAT,Masculino,Casado,4,2,Febrero
HILUX,BLANCO,2022,Crédito Vehicular MAF,US $,39870,31896,4,NAT,Masculino,Soltero,5,3,Marzo
HILUX,BLANCO,2022,Venta Directa,US $,39870,31896,4,JUR,Masculino,Soltero,10,5,Junio
ETIOS,PLATA METALICO,2021,Crédito Vehicular MAF,US $,11250,9000,4,NAT,Masculino,Soltero,7,3,Octubre
RUSH,BEIGE OSCURO MICA,2020,Venta Directa,US $,22290,17832,4,NAT,Femenino,Casado,6,0,Octubre
RUSH,BLANCO,2021,Venta Directa,US $,23490,18792,4,NAT,Femenino,Soltero,12,1,Diciembre
RUSH,PLATA METALICO,2020,Venta Directa,S/.,76130,60904,4,NAT,Femenino,Soltero,6,3,Abril
AVANZA,PLATA METALICO,2020,Venta Directa,S/.,68590,54872,4,NAT,Femenino,Viudo,0,0,Noviembre
AVANZA,DORADO METALICO,2020,Venta Directa,S/.,68590,54872,4,NAT,Femenino,Viudo,4,5,Octubre
AVANZA,GRIS OSCURO METALICO,2022,Venta Directa,US $,18700,14960,4,NAT,Masculino,Casado,5,6,Julio
AVANZA,GRIS OSCURO METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Casado,6,4,Agosto
ETIOS,GRIS OSCURO METALICO,2022,Venta Directa,US $,14240,11392,4,NAT,Femenino,Soltero,10,2,Diciembre
ETIOS,PLATA METALICO,2021,Venta Directa,US $,13090,10472,4,NAT,Masculino,Soltero,10,4,Marso
ETIOS,PLATA METALICO,2021,Venta Directa,US $,12400,9920,4,NAT,Masculino,Soltero,11,3,Junio
AVANZA,GRIS OSCURO METALICO,2020,Venta Directa,US $,18400,14720,4,NAT,Masculino,Casado,7,1,Mayo
ETIOS,ROJO MICA METALICO,2021,Venta Directa,US $,13190,10552,4,NAT,Femenino,Soltero,6,0,Setiembre
RUSH,BLANCO,2022,Venta Directa,S/.,86410,69128,4,NAT,Masculino,Casado,12,4,Nobiemvre
HILUX,PLATA METALICO,2023,Venta Directa,US $,41360,33088,4,JUR,Masculino,Soltero,15,2,Diciembre
HILUX,BLANCO,2022,Venta Directa,US $,39870,31896,4,NAT,Masculino,Soltero,0,0,Febreo
HILUX,NEGRO MICA,2022,Venta Directa,US $,39600,31680,4,JUR,Masculino,Soltero,4,5,Septiembre
RUSH,PLATA METALICO,2021,Venta Directa,US $,21690,17352,4,NAT,Masculino,Soltero,5,3,Junio
ETIOS,ROJO MICA METALICO,2021,Crédito Vehicular MAF,US $,10890,8712,4,NAT,,Soltero,6,0,Enero
ETIOS,ROJO MICA METALICO,2021,Venta Directa,US $,12600,10080,4,NAT,Masculino,Casado,10,1,Marzo
HILUX,BLANCO,2024,Crédito Vehicular MAF,US $,44290,35432,4,JUR,Masculino,Soltero,12,3,Febrero
HILUX,GRIS OSCURO METALICO,2022,Venta Directa,US $,39540,31632,4,JUR,Masculino,Soltero,10,3,Agosto
RUSH,NEGRO METALICO,2022,Venta Directa,US $,23240,18592,4,NAT,Masculino,Casado,2,5,Diciembre
ETIOS,PLATA METALICO,2020,Venta Directa,S/.,39700,31760,4,NAT,Masculino,Casado,6,0,Nobiemvre
HILUX,BLANCO,2022,Venta Directa,US $,39490,31592,4,JUR,Masculino,Soltero,12,4,Mayo
HILUX,BLANCO,2022,Venta Directa,US $,39490,31592,4,JUR,Masculino,Soltero,6,2,Octuvre
AVANZA,ROJO MICA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Femenino,Soltero,0,0,Enero
AVANZA,PLATA METALICO,2021,Crédito Vehicular MAF,US $,20770,16616,4,NAT,Masculino,Casado,2,3,Octubre
AVANZA,NEGRO METALICO,2019,Venta Directa,US $,18400,14720,4,NAT,Masculino,Casado,5,1,Mayo
RUSH,BLANCO,2024,Venta Directa,US $,21240,16992,4,NAT,Masculino,Soltero,6,0,Diciembre
HILUX,GRIS OSCURO METALICO,2022,Licitación,S/.,216000,172800,4,JUR,Masculino,,10,4,Julio
COROLLA CROSS,NEGRO MICA,2021,Venta Directa,US $,26390,21112,4,JUR,Femenino,Soltero,12,2,Junio
RAV4,PLATA METALICO,2021,Crédito Vehicular MAF,US $,29490,23592,4,NAT,Masculino,Soltero,11,3,Agosto
RUSH,PLATA METALICO,2021,Crédito Vehicular MAF,US $,21290,17032,4,NAT,Masculino,Soltero,7,5,Octuvre
HILUX,PLATA METALICO,2021,Venta Directa,US $,39000,31200,4,JUR,Masculino,Soltero,6,3,Enero
AVANZA,PLATA METALICO,2020,Venta Directa,S/.,62950,50360,4,NAT,Masculino,Casado,12,0,Febrero
HILUX,GRIS OSCURO METALICO,2024,Crédito Vehicular MAF,US $,41360,33088,4,NAT,Masculino,Soltero,6,1,Marzo
HILUX,PLATA METALICO,2022,Venta Directa,US $,39870,31896,4,JUR,Femenino,Soltero,0,1,Junio
RUSH,BEIGE OSCURO MICA,2021,Venta Directa,US $,21500,17200,4,NAT,Masculino,Casado,4,,Octubre
HILUX,PLATA METALICO,2021,Venta Directa,US $,28090,22472,4,NAT,Masculino,Soltero,5,5,Octubre
RUSH,ROJO MICA METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Casado,6,6,Diciembre
RUSH,ROJO MICA METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,10,4,Abril
AVANZA,NEGRO METALICO,2020,Venta Directa,US $,18500,14800,4,JUR,Masculino,Soltero,12,2,Noviembre
HILUX,GRIS OSCURO METALICO,2023,Crédito Vehicular MAF,US $,45830,36664,4,NAT,Masculino,Soltero,0,0,Octubre
HILUX,GRIS OSCURO METALICO,2022,Venta Directa,US $,39870,31896,4,NAT,Masculino,Casado,2,3,Julio
AVANZA,PLATA METALICO,2022,Venta Directa,US $,19390,15512,4,JUR,Masculino,Casado,5,1,Agosto
HILUX,PLATA METALICO,2022,Venta Directa,US $,39870,31896,4,JUR,Masculino,Soltero,6,0,Diciembre
RUSH,ROJO MICA METALICO,2022,Crédito Vehicular,US $,23890,19112,4,JUR,Masculino,Soltero,10,4,Marso
FORTUNER,PLATA METALICO,2021,Crédito Vehicular MAF,US $,51490,41192,4,NAT,Masculino,Soltero,12,2,Junio
RUSH,BLANCO,2021,Venta Directa,US $,21690,17352,4,NAT,Masculino,Soltero,4,3,Mayo
RUSH,PLATA METALICO,2021,Venta Directa,US $,21790,17432,4,JUR,Masculino,Soltero,7,5,Setiembre
HILUX,PLATA METALICO,2021,Venta Directa,US $,42500,34000,4,NAT,Masculino,Soltero,6,3,Nobiemvre
RUSH,NEGRO METALICO,2021,Venta Directa,US $,21700,17360,4,NAT,Masculino,Casado,12,0,Diciembre
ETIOS,ROJO SOLIDO,2020,Venta Directa,US $,13090,10472,4,NAT,Masculino,Casado,6,1,Febreo
RUSH,ROJO OSCURO MICA,2022,Venta Directa,US $,17000,13600,4,NAT,Femenino,Soltero,0,0,Septiembre
HILUX,ROJO METALICO,2022,Venta Directa,US $,39870,31896,4,JUR,Masculino,Casado,4,3,Junio
AVANZA,BLANCO,2021,Venta Directa,US $,18700,14960,4,NAT,Masculino,Casado,5,5,Enero
HILUX,BLANCO,2022,Venta Directa,US $,39870,31896,4,JUR,Femenino,Soltero,6,0,Marzo
ETIOS,BLANCO,2021,Crédito Vehicular MAF,US $,12800,10240,4,NAT,Masculino,Soltero,10,4,Febrero
HILUX,PLATA METALICO,2021,Venta Directa,US $,42250,33800,4,JUR,Masculino,,12,2,Agosto
AVANZA,GRIS OSCURO METALICO,2021,Crédito Vehicular MAF,US $,18700,14960,4,NAT,Masculino,Soltero,10,4,Diciembre
HILUX,GRIS OSCURO METALICO,2021,Venta Directa,US $,42250,33800,4,JUR,Masculino,,7,3,Nobiemvre
AVANZA,ROJO MICA METALICO,2025,Crédito Vehicular MAF,US $,19320,15456,4,NAT,Masculino,Soltero,6,1,Mayo
AVANZA,ROJO MICA METALICO,2025,Venta Directa,S/.,70190,56152,4,NAT,Femenino,Soltero,12,0,Octuvre
AVANZA,BLANCO,2024,Venta Directa,US $,17770,14216,4,NAT,Femenino,Soltero,6,4,Enero
ETIOS,ROJO MICA METALICO,2022,Crédito Vehicular MAF,US $,13300,10640,4,NAT,Masculino,Soltero,0,0,Octubre
HILUX,BLANCO,2022,Venta Directa,US $,45230,36184,4,JUR,Femenino,Soltero,2,3,Mayo
COROLLA CROSS,PLATA PERLADO,2021,Crédito Vehicular MAF,US $,24500,19600,4,NAT,Masculino,Soltero,5,5,Diciembre
ETIOS,NEGRO MICA,2020,Crédito Vehicular MAF,US $,11390,9112,4,NAT,Masculino,Soltero,6,3,Julio
ETIOS,GRIS OSCURO METALICO,2020,Venta Directa,US $,13190,10552,4,NAT,Femenino,Soltero,10,0,Junio
HILUX,BLANCO,2019,Venta Directa,US $,40000,32000,4,JUR,Masculino,Casado,12,1,Agosto
AVANZA,PLATA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,11,3,Octuvre
AVANZA,PLATA METALICO,2022,Venta Directa,US $,19390,15512,4,NAT,,Casado,7,3,Junio
RUSH,ROJO MICA METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Casado,8,5,Octubre
AVANZA,NEGRO METALICO,2021,Crédito Vehicular MAF,US $,18070,14456,4,NAT,Masculino,Casado,12,6,Octubre
COROLLA,ROJO MICA METALICO,2021,Venta Directa,US $,18900,15120,4,NAT,Masculino,Soltero,6,4,Diciembre
HILUX,GRIS OSCURO METALICO,2021,Venta Directa,S/.,160310,128248,4,NAT,Masculino,Soltero,0,0,Abril
ETIOS,NEGRO MICA,2021,Crédito Vehicular MAF,US $,11150,8920,4,NAT,Masculino,Soltero,4,4,Noviembre
ETIOS,GRIS OSCURO METALICO,2021,Crédito Vehicular MAF,US $,11150,8920,4,NAT,Masculino,Soltero,5,3,Octubre
FORTUNER,GRIS OSCURO METALICO,2020,Venta Directa,US $,53650,42920,4,NAT,Masculino,Casado,10,1,Julio
AVANZA,BLANCO,2024,Venta Directa,US $,17570,14056,4,NAT,Masculino,Casado,7,0,Agosto
HILUX,GRIS OSCURO METALICO,2020,Venta Directa,US $,40500,32400,4,JUR,Femenino,Casado,6,4,Diciembre
AVANZA,BLANCO,2024,Venta Directa,US $,18370,14696,4,NAT,Masculino,Soltero,12,2,Marso
HILUX,BLANCO,2022,Venta Directa,US $,39870,31896,4,JUR,Masculino,Soltero,6,3,Junio
HILUX,BLANCO,2020,Venta Directa,US $,36990,29592,4,JUR,Femenino,Soltero,0,0,Mayo
HILUX,ROJO METALICO,2020,Venta Directa,US $,36900,29520,4,JUR,Femenino,Casado,15,3,Setiembre
HILUX,ROJO METALICO,2020,Venta Directa,US $,36900,29520,4,JUR,Femenino,Casado,5,0,Nobiemvre
RUSH,PLATA METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,6,1,Diciembre
ETIOS,PLATA METALICO,2021,Venta Directa,US $,12690,10152,4,NAT,Femenino,Soltero,10,3,Febreo
HILUX,BLANCO,2021,Venta Directa,US $,42500,34000,4,JUR,Femenino,Soltero,12,3,Septiembre
AVANZA,GRIS OSCURO METALICO,2021,Venta Directa,US $,18600,14880,4,NAT,Femenino,Soltero,11,5,Junio
RUSH,NEGRO METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Femenino,Soltero,13,0,Enero
AVANZA,NEGRO METALICO,2022,Venta Directa,US $,17790,14232,4,NAT,Masculino,Casado,6,4,Marzo
AVANZA,AZUL OSCURO METALICO,2020,Venta Directa,US $,18700,14960,4,NAT,Masculino,Soltero,12,2,Febrero
AVANZA,GRIS OSCURO METALICO,2021,Venta Directa,S/.,74900,59920,4,NAT,Masculino,Soltero,6,4,Agosto
HIACE,BLANCO,2021,Venta Directa,US $,37900,30320,4,JUR,Masculino,,0,0,Diciembre
HILUX,BLANCO,2021,Venta Directa,US $,42500,34000,4,JUR,Masculino,Soltero,4,1,Nobiemvre
COROLLA CROSS,NEGRO MICA,2021,Crédito Vehicular MAF,US $,30400,24320,4,NAT,Masculino,Soltero,5,0,Mayo
HILUX,PLATA METALICO,2022,Venta Directa,US $,39940,31952,4,NAT,Masculino,Casado,6,4,Octuvre
FORTUNER,GRIS OSCURO METALICO,2020,Crédito Vehicular MAF,US $,49890,39912,4,JUR,Masculino,,10,2,Enero
RUSH,ROJO MICA METALICO,2024,Crédito Vehicular MAF,US $,19940,15952,4,NAT,Femenino,Soltero,12,3,Octubre
HIACE,BLANCO,2022,Venta Directa,US $,45000,36000,4,NAT,Masculino,Casado,10,5,Mayo
RUSH,PLATA METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Casado,7,3,Diciembre
AVANZA,PLATA METALICO,2021,Venta Directa,S/.,82700,66160,4,NAT,Masculino,Casado,6,0,Julio
RUSH,ROJO MICA METALICO,2021,Venta Directa,S/.,87840,70272,4,NAT,Masculino,Soltero,12,1,Junio
AVANZA,GRIS OSCURO METALICO,2020,Crédito Vehicular MAF,US $,16790,13432,4,NAT,Masculino,Soltero,6,3,Agosto
ETIOS,BLANCO,2020,Venta Directa,S/.,40420,32336,4,NAT,Masculino,Soltero,0,0,Octuvre
ETIOS,NEGRO MICA,2020,Venta Directa,S/.,40900,32720,4,NAT,Masculino,Soltero,2,5,Enero
AVANZA,NEGRO METALICO,2020,Venta Directa,US $,17300,13840,4,NAT,,Soltero,5,6,Febrero
HIACE,BLANCO,2024,Venta Directa,US $,46740,37392,4,JUR,Masculino,Viudo,6,4,Marzo
HILUX,PLATA METALICO,2022,Venta Directa,US $,28950,23160,4,JUR,Masculino,Soltero,10,2,Junio
HILUX,PLATA METALICO,2022,Venta Directa,US $,43850,35080,4,NAT,Masculino,Soltero,12,4,Octubre
RUSH,BLANCO,2021,Venta Directa,US $,20690,16552,4,JUR,Masculino,Soltero,11,3,Octubre
AVANZA,PLATA METALICO,2021,Venta Directa,US $,19070,15256,4,NAT,Masculino,Casado,7,1,Diciembre
HILUX,BLANCO,2021,Crédito Vehicular MAF,US $,39100,31280,4,JUR,Masculino,Soltero,6,0,Abril
HILUX,PLATA METALICO,2020,Venta Directa,US $,40000,32000,4,JUR,Masculino,Soltero,12,4,Noviembre
RUSH,PLATA METALICO,2022,Venta Directa,US $,23200,18560,4,NAT,Masculino,Soltero,6,2,Octubre
AVANZA,BLANCO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,0,0,Julio
RUSH,ROJO MICA METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,4,5,Agosto
HILUX,PLATA METALICO,2022,Venta Directa,US $,43850,35080,4,NAT,Femenino,Soltero,5,3,Diciembre
ETIOS,GRIS OSCURO METALICO,2022,Crédito Vehicular MAF,US $,13000,10400,4,NAT,Masculino,Soltero,6,0,Marso
AVANZA,PLATA METALICO,2021,Crédito Vehicular MAF,US $,16390,13112,4,NAT,Masculino,Soltero,10,1,Junio
AVANZA,GRIS OSCURO METALICO,2021,Crédito Vehicular MAF,US $,16590,13272,4,NAT,Masculino,Soltero,12,3,Mayo
AVANZA,PLATA METALICO,2022,Crédito Vehicular MAF,US $,19120,15296,4,NAT,Masculino,Soltero,0,0,Setiembre
VERSA,AZUL OSCURO,2016,Venta Directa,US $,9500,7600,4,NAT,Femenino,Soltero,2,5,Nobiemvre
HILUX,BLANCO,2023,Venta Directa,US $,47290,37832,4,NAT,Masculino,Casado,5,0,Diciembre
HILUX,PLATA METALICO,2021,Crédito Vehicular,US $,28090,22472,4,JUR,Masculino,Soltero,6,4,Febreo
RAIZE,PLATA METALICO,2022,Venta Directa,US $,16590,13272,4,NAT,Femenino,,10,2,Septiembre
AVANZA,PLATA METALICO,2021,Crédito Vehicular MAF,US $,19870,15896,4,NAT,Femenino,Soltero,12,4,Junio
HILUX,PLATA METALICO,2022,Crédito Vehicular MAF,US $,42870,34296,4,NAT,Masculino,Soltero,11,3,Enero
RUSH,ROJO MICA METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Femenino,Soltero,7,1,Marzo
HILUX,GRIS OSCURO METALICO,2022,Venta Directa,US $,28950,23160,4,JUR,Masculino,Casado,6,0,Febrero
AVANZA,BEIGE OSCURO MICA,2021,Venta Directa,US $,19870,15896,4,NAT,Masculino,Soltero,12,4,Agosto
RUSH,NEGRO METALICO,2021,Venta Directa,US $,23890,19112,4,NAT,Masculino,Casado,6,2,Diciembre
RUSH,BEIGE OSCURO MICA,2021,Crédito Vehicular MAF,US $,22290,17832,4,NAT,Masculino,Soltero,0,0,Nobiemvre
AVANZA,PLATA METALICO,2022,Venta Directa,US $,18740,14992,4,NAT,Masculino,Soltero,4,5,Mayo
FORTUNER,GRIS OSCURO METALICO,2021,Crédito Vehicular MAF,US $,51990,41592,4,JUR,Masculino,Soltero,5,3,Octuvre
FORTUNER,GRIS OSCURO METALICO,2021,Venta Directa,US $,52490,41992,4,NAT,Masculino,Soltero,6,0,Enero
HILUX,PLATA METALICO,2021,Venta Directa,US $,42800,34240,4,JUR,Femenino,Soltero,10,1,Octubre
HILUX,BLANCO,2021,Venta Directa,US $,43000,34400,4,JUR,Masculino,Soltero,12,3,Mayo
ETIOS,PLATA METALICO,2021,Crédito Vehicular MAF,US $,12400,9920,4,NAT,Masculino,Soltero,10,3,Diciembre
RUSH,ROJO MICA METALICO,2024,Venta Directa,S/.,80500,64400,4,NAT,Masculino,Soltero,7,5,Julio
RUSH,PLATA METALICO,2024,Venta Directa,US $,21940,17552,4,NAT,Masculino,Soltero,6,6,Junio
HILUX,GRIS OSCURO METALICO,2024,Crédito Vehicular MAF,US $,45460,36368,4,NAT,Masculino,Soltero,12,4,Agosto
RUSH,ROJO MICA METALICO,2022,Venta Directa,US $,21290,17032,4,NAT,Femenino,Soltero,6,2,Octuvre
HILUX,PLATA METALICO,2021,Venta Directa,US $,38800,31040,4,JUR,Masculino,Soltero,10,4,Enero
ETIOS,BLANCO,2021,Venta Directa,US $,13700,10960,4,JUR,Masculino,Soltero,2,3,Febrero
RUSH,ROJO MICA METALICO,2020,Venta Directa,S/.,78588,62870,4,NAT,Masculino,Soltero,5,1,Marzo
AVANZA,PLATA METALICO,2021,Crédito Vehicular MAF,US $,18070,14456,4,NAT,Masculino,Soltero,6,0,Junio
AVANZA,ROJO MICA METALICO,2024,Venta Directa,US $,17570,14056,4,NAT,Masculino,Casado,10,4,Octubre
RUSH,BLANCO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,12,2,Octubre
AVANZA,NEGRO METALICO,2020,Venta Directa,US $,12610,10088,4,NAT,Masculino,Soltero,11,3,Diciembre
HILUX,GRIS OSCURO METALICO,2020,Venta Directa,US $,25760,20608,4,JUR,Masculino,Soltero,10,5,Abril
RUSH,NEGRO METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,7,3,Noviembre
RUSH,PLATA METALICO,2020,Venta Directa,US $,20200,16160,4,NAT,Masculino,Soltero,6,0,Octubre
RUSH,BLANCO,2020,Venta Directa,US $,20390,16312,4,NAT,Masculino,Casado,12,1,Julio
ETIOS,PLATA METALICO,2020,Venta Directa,US $,11590,9272,4,NAT,Masculino,Casado,6,3,Agosto
AVANZA,BLANCO,2022,Venta Directa,S/.,73280,58624,4,NAT,Masculino,Soltero,12,3,Diciembre
HILUX,PLATA METALICO,2022,Venta Directa,US $,41700,33360,4,JUR,Masculino,Soltero,2,5,Marso
AVANZA,BLANCO,2022,Venta Directa,US $,19390,15512,4,NAT,Masculino,Casado,5,0,Junio
HILUX,BLANCO,2019,Venta Directa,US $,42200,33760,4,JUR,Masculino,Soltero,6,4,Mayo
RUSH,BLANCO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,10,2,Setiembre
RUSH,NEGRO METALICO,2022,Venta Directa,US $,23890,19112,4,NAT,Masculino,Casado,12,4,Nobiemvre
HILUX,GRIS OSCURO METALICO,2022,Venta Directa,US $,38370,30696,4,NAT,Masculino,Soltero,11,3,Diciembre
AVANZA,BLANCO,2021,Venta Directa,US $,18600,14880,4,JUR,Femenino,Soltero,7,1,Febreo
AVANZA,NEGRO METALICO,2019,Venta Directa,US $,17990,14392,4,NAT,Masculino,Casado,6,0,Septiembre
ETIOS,GRIS OSCURO METALICO,2021,Crédito Vehicular MAF,US $,10550,8440,4,NAT,Femenino,Soltero,12,4,Junio
RAIZE,ROJO,2022,Venta Directa,US $,15290,12232,4,NAT,Masculino,Soltero,6,2,Enero
ETIOS,NEGRO MICA,2022,Crédito Vehicular MAF,US $,12800,10240,4,NAT,Masculino,Soltero,8,3,Marzo
AVANZA,PLATA METALICO,2021,Venta Directa,US $,18570,14856,4,NAT,Masculino,Soltero,4,5,Febrero
AVANZA,GRIS OSCURO METALICO,2021,Venta Directa,US $,18570,14856,4,NAT,Masculino,Soltero,5,3,Agosto
HILUX,BLANCO,2021,Crédito Vehicular MAF,US $,41700,33360,4,NAT,Masculino,Soltero,6,0,Diciembre
HILUX,PLATA METALICO,2021,Crédito Vehicular MAF,US $,41300,33040,4,NAT,Femenino,Soltero,10,1,Nobiemvre
HILUX,BLANCO,2021,Venta Directa,US $,42500,34000,4,NAT,Masculino,Soltero,12,3,Mayo
RAV4,PLATA METALICO,2020,Venta Directa,US $,27900,22320,4,NAT,Masculino,Casado,10,3,Octuvre
HILUX,PLATA METALICO,2022,Venta Directa,US $,43850,35080,4,JUR,Masculino,Soltero,7,5,Enero
AVANZA,GRIS OSCURO METALICO,2021,Venta Directa,S/.,71800,57440,4,NAT,Masculino,Soltero,6,6,Octubre
HILUX,PLATA METALICO,2021,Venta Directa,US $,42500,34000,4,NAT,Masculino,Soltero,12,4,Mayo
ETIOS,GRIS OSCURO METALICO,2022,Crédito Vehicular MAF,US $,13300,10640,4,NAT,Masculino,Casado,6,2,Diciembre
YARIS CROSS,BLANCO,2024,Crédito Vehicular MAF,US $,22990,18392,4,NAT,Masculino,Soltero,7,4,Julio
HILUX,GRIS OSCURO METALICO,2021,Venta Directa,US $,39100,31280,4,JUR,Femenino,Soltero,2,3,Junio
AVANZA,DORADO METALICO,2021,Venta Directa,S/.,82010,65608,4,NAT,Masculino,Soltero,5,1,Octubre
COROLLA,GRIS CELESTIAL METALICO,2021,Venta Directa,US $,20610,16488,4,NAT,Femenino,Soltero,6,0,Octubre
HILUX,GRIS OSCURO METALICO,2021,Venta Directa,US $,43000,34400,4,NAT,Femenino,Soltero,10,4,Diciembre
HILUX,ROJO METALICO,2021,Venta Directa,US $,43000,34400,4,JUR,Masculino,Soltero,12,2,Abril
AVANZA,BLANCO,2022,Venta Directa,S/.,74780,59824,4,NAT,Masculino,Casado,11,3,Noviembre
AVANZA,BLANCO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Casado,7,5,Octubre
RUSH,PLATA METALICO,2021,Venta Directa,US $,21690,17352,4,NAT,Masculino,Soltero,6,3,Julio
ETIOS,BLANCO,2020,Venta Directa,US $,10990,8792,4,NAT,Masculino,Casado,12,0,Agosto
AVANZA,PLATA METALICO,2020,Venta Directa,US $,17000,13600,4,JUR,Masculino,Casado,6,1,Diciembre
AVANZA,BLANCO,2020,Venta Directa,US $,17390,13912,4,NAT,Masculino,Soltero,0,0,Marso
AVANZA,PLATA METALICO,2023,Venta Directa,US $,18120,14496,4,NAT,Masculino,Casado,4,3,Junio
RUSH,BLANCO,2023,Venta Directa,US $,22390,17912,4,NAT,Masculino,Casado,5,5,Mayo
AVANZA,BLANCO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,6,0,Setiembre
HILUX,BLANCO,2022,Venta Directa,US $,39870,31896,4,JUR,Masculino,Soltero,10,4,Nobiemvre
AVANZA,ROJO MICA METALICO,2022,Crédito Vehicular MAF,US $,18590,14872,4,NAT,Masculino,Soltero,12,2,Diciembre
AVANZA,PLATA METALICO,2020,Venta Directa,US $,17500,14000,4,NAT,Masculino,Soltero,0,1,Febreo
HILUX,GRIS OSCURO METALICO,2023,Crédito Vehicular MAF,US $,41360,33088,4,JUR,Masculino,Casado,2,3,Septiembre
HILUX,PLATA METALICO,2022,Venta Directa,US $,43850,35080,4,NAT,Masculino,Casado,3,,Junio
AVANZA,PLATA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,6,0,Enero
FORTUNER,NEGRO MICA,2022,Venta Directa,US $,53490,42792,4,NAT,Femenino,Soltero,10,4,Marzo
AVANZA,PLATA METALICO,2021,Venta Directa,US $,18670,14936,4,NAT,Masculino,Soltero,12,2,Febrero
AVANZA,PLATA METALICO,2022,Venta Directa,US $,19390,15512,4,JUR,Masculino,Soltero,11,3,Agosto
AVANZA,BLANCO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,,7,5,Diciembre
AVANZA,BLANCO,2022,Crédito Vehicular MAF,US $,18090,14472,4,NAT,Masculino,Soltero,6,3,Nobiemvre
HILUX,GRIS OSCURO METALICO,2022,Venta Directa,S/.,152300,121840,4,JUR,Masculino,Soltero,12,0,Mayo
HILUX,GRIS OSCURO METALICO,2022,Venta Directa,US $,39770,31816,4,NAT,Masculino,Soltero,6,1,Octuvre
ETIOS,NEGRO MICA,2022,Venta Directa,US $,14750,11800,4,NAT,Femenino,Casado,0,0,Enero
ETIOS,PLATA METALICO,2022,Crédito Vehicular MAF,US $,12800,10240,4,NAT,Masculino,Soltero,4,3,Octubre
