Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad,Reporte,Equipo,Fecha,Error,Tiempo
peruano,hembra,728.51,26,NA,negro,NA,11,Ser. No.: 6543BF2-X - Date: 2024-05-06 13:42:46.531 - Status: OK,1,2024-05-06T18:42:46Z,FALSE,0.7718833327293396
andino,macho,714,23,19,tricolor,sano,37,Ser. No.: 6543BF2-X - Date: 2024-05-06 13:45:15.141 - Status: OK,1,2024-05-06T18:45:15Z,FALSE,2.4768333355585734
peruano,macho,722.97,23,NA,negro,NA,22,Ser. No.: 6543BF2-X - Date: 2024-05-06 13:45:35.64 - Status: OK,1,2024-05-06T18:45:35Z,FALSE,0.34165000120798744
peruano,hembra,NA,NA,18,negro,NA,59,Ser. No.: 6543BF2-X - Date: 2024-05-06 13:48:22.97 - Status: OK,1,2024-05-06T18:48:22Z,FALSE,2.788833332061768
peruano,macho,758,28,20,pintado,sano,16,Ser. No.: 6543BF2-X - Date: 2024-05-06 13:49:11.679 - Status: OK,1,2024-05-06T18:49:11Z,FALSE,0.811816664536794
andino,macho,837.06,23,17,marrón,gordo,43,Ser. No.: 6543BF2-X - Date: 2024-05-06 13:50:12.593 - Status: OK,1,2024-05-06T18:50:12Z,FALSE,1.015233333905538
híbrido,macho,881.98,30,18,blanco,gordo,24,Ser. No.: 6543BF2-X - Date: 2024-05-06 13:52:17.74 - Status: OK,1,2024-05-06T18:52:17Z,FALSE,2.08578333457311
peruano,hembra,949.25,24,18,negro,gordo,64,Ser. No.: 6543BF2-X - Date: 2024-05-06 13:59:43.332 - Status: OK,1,2024-05-06T18:59:43Z,FALSE,7.4265333334604895
abisinio,macho,NA,23,16,marrón oscuro,NA,62,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:00:32.035 - Status: OK,1,2024-05-06T19:00:32Z,FALSE,0.8117166678110759
peruano,macho,NA,31,22,negro,NA,48,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:01:08.445 - Status: OK,1,2024-05-06T19:01:08Z,FALSE,0.6068333307902019
peruano,macho,1072.67,NA,NA,blanco,NA,30,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:06:37.816 - Status: OK,1,2024-05-06T19:06:37Z,FALSE,5.489516667524973
andino,macho,573.7,30,NA,blanco,NA,34,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:07:21.967 - Status: OK,1,2024-05-06T19:07:21Z,FALSE,0.7358500003814697
andino,macho,970.83,25,17,blanco,gordo,52,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:10:18.186 - Status: OK,1,2024-05-06T19:10:18Z,FALSE,2.936983335018158
peruano,hembra,676.19,25,19,pintado,sano,45,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:11:11.96 - Status: OK,1,2024-05-06T19:11:11Z,FALSE,0.896233332157135
peruano,macho,903.1,21,20,marrón,sano,64,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:11:29.132 - Status: OK,1,2024-05-06T19:11:29Z,FALSE,0.28619999885559083
peruano,hembra,832.89,26,19,pintado,sano,47,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:15:00.224 - Status: OK,1,2024-05-06T19:15:00Z,FALSE,3.5182000001271567
peruano,hembra,724.67,26,NA,blanco,NA,35,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:16:01.005 - Status: OK,1,2024-05-06T19:16:01Z,FALSE,1.013016668955485
peruano,macho,NA,27,21,pintado,NA,44,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:18:09.051 - Status: OK,1,2024-05-06T19:18:09Z,FALSE,2.134100000063578
andino,hembra,596.45,20,16,tricolor,sano,18,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:18:11.152 - Status: OK,1,2024-05-06T19:18:11Z,FALSE,0.035016663869222
peruano,macho,1001.92,NA,NA,blanco,NA,45,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:25:52.314 - Status: OK,1,2024-05-06T19:25:52Z,FALSE,7.68603333234787
americano,macho,NA,29,NA,negro,NA,33,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:27:58.134 - Status: OK,1,2024-05-06T19:27:58Z,FALSE,2.097000002861023
peruano,hembra,801.93,26,20,negro,sano,24,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:35:59.294 - Status: OK,1,2024-05-06T19:35:59Z,FALSE,8.019333330790202
americano,hembra,807.96,NA,19,negro,sano,41,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:36:11.401 - Status: OK,1,2024-05-06T19:36:11Z,FALSE,0.20178333520889283
híbrido,hembra,716.57,28,NA,tricolor,NA,59,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:40:33.766 - Status: OK,1,2024-05-06T19:40:33Z,FALSE,4.372750000158946
andino,macho,707.29,NA,19,negro,sano,15,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:41:47.168 - Status: OK,1,2024-05-06T19:41:47Z,FALSE,1.223366665840149
peruano,hembra,668.72,24,NA,marrón,NA,53,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:45:11.728 - Status: OK,1,2024-05-06T19:45:11Z,FALSE,3.409333332379659
andino,macho,873.21,27,18,marrón,gordo,21,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:48:13.717 - Status: OK,1,2024-05-06T19:48:13Z,FALSE,3.0331500013669332
peruano,macho,NA,29,20,marrón,NA,27,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:48:58.446 - Status: OK,1,2024-05-06T19:48:58Z,FALSE,0.7454833348592123
andino,macho,756.05,NA,NA,marrón,NA,55,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:49:01.007 - Status: OK,1,2024-05-06T19:49:01Z,FALSE,0.04268333117167155
peruano,hembra,NA,NA,NA,marrón,NA,25,Ser. No.: 6543BF2-X - Date: 2024-05-06 14:59:17.473 - Status: OK,1,2024-05-06T19:59:17Z,FALSE,10.274433334668478
andino,macho,719.12,NA,18,rojizo,sano,15,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:00:45.476 - Status: OK,1,2024-05-06T20:00:45Z,FALSE,1.4667166670163472
peruano,hembra,796.7,25,NA,negro,NA,53,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:01:01.528 - Status: OK,1,2024-05-06T20:01:01Z,FALSE,0.2675333340962728
andino,macho,674.61,NA,18,negro,sano,40,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:01:42.639 - Status: OK,1,2024-05-06T20:01:42Z,FALSE,0.6851833303769429
andino,macho,581.99,29,18,tricolor,sano,15,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:04:58.397 - Status: OK,1,2024-05-06T20:04:58Z,FALSE,3.2626333355903627
andino,macho,NA,24,NA,marrón,NA,29,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:09:56.869 - Status: OK,1,2024-05-06T20:09:56Z,FALSE,4.974533331394196
híbrido,hembra,672.52,NA,16,blanco,gordo,36,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:12:06.773 - Status: OK,1,2024-05-06T20:12:06Z,FALSE,2.165066667397817
peruano,macho,861.33,28,21,blanco,sano,29,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:16:48.71 - Status: OK,1,2024-05-06T20:16:48Z,FALSE,4.698950000603994
andino,macho,947.62,28,18,rojizo,gordo,47,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:22:36.267 - Status: OK,1,2024-05-06T20:22:36Z,FALSE,5.792616665363312
peruano,hembra,482.75,23,17,marrón,sano,24,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:23:28.916 - Status: OK,1,2024-05-06T20:23:28Z,FALSE,0.877483332157135
abisinio,macho,722.72,24,NA,negro,NA,46,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:23:58.873 - Status: OK,1,2024-05-06T20:23:58Z,FALSE,0.4992833336194356
andino,macho,NA,25,19,blanco,NA,52,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:24:13.066 - Status: OK,1,2024-05-06T20:24:13Z,FALSE,0.2365500013033549
peruano,macho,847.78,32,21,blanco,sano,48,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:24:17.164 - Status: OK,1,2024-05-06T20:24:17Z,FALSE,0.06830000082651774
abisinio,macho,664.79,22,17,marrón oscuro,sano,40,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:25:57.923 - Status: OK,1,2024-05-06T20:25:57Z,FALSE,1.6793166677157083
peruano,hembra,493.02,23,NA,blanco,NA,16,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:26:05.754 - Status: OK,1,2024-05-06T20:26:05Z,FALSE,0.13051666418711344
peruano,hembra,1038.74,26,19,blanco,gordo,46,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:28:06.013 - Status: OK,1,2024-05-06T20:28:06Z,FALSE,2.0043166677157083
peruano,macho,630.28,NA,NA,blanco,NA,11,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:40:46.105 - Status: OK,1,2024-05-06T20:40:46Z,FALSE,12.668200000127156
americano,macho,NA,31,21,marrón,NA,37,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:42:31.432 - Status: OK,1,2024-05-06T20:42:31Z,FALSE,1.7554499983787537
andino,hembra,728.53,23,16,negro,gordo,45,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:43:14.654 - Status: OK,1,2024-05-06T20:43:14Z,FALSE,0.7203666687011718
híbrido,hembra,653.29,39,13,pintado,obeso,49,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:44:04.615 - Status: OK,1,2024-05-06T20:44:04Z,FALSE,0.8326833327611287
peruano,hembra,714.61,23,18,marrón,sano,46,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:45:21.079 - Status: OK,1,2024-05-06T20:45:21Z,FALSE,1.274399999777476
peruano,hembra,506.36,NA,18,marrón,sano,33,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:45:30.162 - Status: OK,1,2024-05-06T20:45:30Z,FALSE,0.15138333241144816
peruano,macho,881.06,27,19,blanco,sano,54,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:46:45.649 - Status: OK,1,2024-05-06T20:46:45Z,FALSE,1.2581166664759318
andino,hembra,619.5,24,NA,rojizo,NA,18,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:52:21.122 - Status: OK,1,2024-05-06T20:52:21Z,FALSE,5.5912166674931845
peruano,macho,817.37,23,21,pintado,sano,54,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:52:34.821 - Status: OK,1,2024-05-06T20:52:34Z,FALSE,0.22831666866938272
peruano,macho,762.09,NA,19,blanco,sano,57,Ser. No.: 6543BF2-X - Date: 2024-05-06 15:54:42.702 - Status: OK,1,2024-05-06T20:54:42Z,FALSE,2.131349996725718
híbrido,macho,1110.97,25,18,tricolor,gordo,42,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:03:32.507 - Status: OK,1,2024-05-06T21:03:32Z,FALSE,8.830083334445954
peruano,macho,905.31,28,21,pintado,sano,59,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:03:51.012 - Status: OK,1,2024-05-06T21:03:51Z,FALSE,0.3084166685740153
peruano,hembra,744.99,20,17,pintado,sano,61,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:15:13.362 - Status: OK,1,2024-05-06T21:15:13Z,FALSE,11.372499998410545
peruano,macho,942.17,28,20,marrón,sano,21,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:17:15.382 - Status: OK,1,2024-05-06T21:17:15Z,FALSE,2.033666666348775
híbrido,macho,794.68,23,17,tricolor,gordo,34,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:17:19.899 - Status: OK,1,2024-05-06T21:17:19Z,FALSE,0.07528333266576132
peruano,macho,751.75,NA,20,marrón,sano,58,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:18:12.937 - Status: OK,1,2024-05-06T21:18:12Z,FALSE,0.8839666684468587
peruano,hembra,679.42,25,18,marrón,sano,61,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:21:19.948 - Status: OK,1,2024-05-06T21:21:19Z,FALSE,3.1168499986330667
andino,macho,803.02,23,NA,negro,NA,30,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:22:17.758 - Status: OK,1,2024-05-06T21:22:17Z,FALSE,0.9634999990463256
andino,macho,891.07,30,19,blanco,gordo,21,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:26:00.837 - Status: OK,1,2024-05-06T21:26:00Z,FALSE,3.717983333269755
andino,macho,786.56,25,18,negro,gordo,24,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:29:41.753 - Status: OK,1,2024-05-06T21:29:41Z,FALSE,3.681933335463206
abisinio,macho,709.8,29,18,negro,sano,48,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:31:11.888 - Status: OK,1,2024-05-06T21:31:11Z,FALSE,1.5022499998410543
peruano,hembra,785.84,24,17,negro,gordo,21,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:31:47.087 - Status: OK,1,2024-05-06T21:31:47Z,FALSE,0.586649998029073
andino,macho,971.31,20,18,negro,gordo,NA,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:32:00.073 - Status: ERR,1,2024-05-06T21:32:00Z,TRUE,0.21643333435058593
andino,hembra,663.7,25,17,negro,sano,29,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:35:23.944 - Status: OK,1,2024-05-06T21:35:23Z,FALSE,3.397850000858307
peruano,hembra,763,NA,NA,negro,NA,31,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:41:59.089 - Status: OK,1,2024-05-06T21:41:59Z,FALSE,6.5857499996821085
peruano,macho,733.34,25,NA,negro,NA,28,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:45:36.759 - Status: OK,1,2024-05-06T21:45:36Z,FALSE,3.627833334604899
peruano,macho,972.62,27,NA,marrón,NA,55,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:47:07.986 - Status: OK,1,2024-05-06T21:47:07Z,FALSE,1.5204499999682108
peruano,macho,952.51,31,20,pintado,sano,51,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:48:30.716 - Status: OK,1,2024-05-06T21:48:30Z,FALSE,1.3788333336512248
andino,hembra,735.28,22,17,negro,gordo,52,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:49:36.685 - Status: OK,1,2024-05-06T21:49:36Z,FALSE,1.099483331044515
skinny,macho,525.58,26,15,rosa,sano,12,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:50:22.765 - Status: OK,1,2024-05-06T21:50:22Z,FALSE,0.7680000027020772
peruano,macho,860.45,29,18,negro,gordo,14,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:52:18.249 - Status: OK,1,2024-05-06T21:52:18Z,FALSE,1.924733332792918
andino,macho,832.32,23,NA,marrón,NA,38,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:53:22.325 - Status: OK,1,2024-05-06T21:53:22Z,FALSE,1.0679333329200744
abisinio,macho,560.44,24,16,marrón oscuro,sano,30,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:53:31.705 - Status: OK,1,2024-05-06T21:53:31Z,FALSE,0.156333331267039
andino,macho,762.79,31,17,marrón,gordo,29,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:53:58.925 - Status: OK,1,2024-05-06T21:53:58Z,FALSE,0.45366666714350384
peruano,hembra,705.01,22,18,blanco,sano,17,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:57:29.295 - Status: OK,1,2024-05-06T21:57:29Z,FALSE,3.506166668732961
peruano,macho,NA,NA,20,negro,NA,12,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:58:34.44 - Status: OK,1,2024-05-06T21:58:34Z,FALSE,1.0857499996821085
peruano,hembra,720.78,25,19,negro,sano,13,Ser. No.: 6543BF2-X - Date: 2024-05-06 16:59:33.957 - Status: OK,1,2024-05-06T21:59:33Z,FALSE,0.991949999332428
andino,macho,876.27,NA,16,blanco,gordo,49,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:03:32.607 - Status: OK,1,2024-05-06T22:03:32Z,FALSE,3.977500001589457
andino,hembra,581.77,22,17,rojizo,sano,16,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:03:49.733 - Status: OK,1,2024-05-06T22:03:49Z,FALSE,0.2854333321253459
andino,hembra,561.37,NA,17,blanco,sano,34,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:06:18.757 - Status: OK,1,2024-05-06T22:06:18Z,FALSE,2.483733332157135
andino,macho,844.68,25,NA,marrón,NA,52,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:09:12.661 - Status: OK,1,2024-05-06T22:09:12Z,FALSE,2.8984000007311503
peruano,hembra,NA,24,18,blanco,NA,34,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:10:19.098 - Status: OK,1,2024-05-06T22:10:19Z,FALSE,1.1072833339373271
andino,macho,735.06,24,NA,negro,NA,26,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:16:35.544 - Status: OK,1,2024-05-06T22:16:35Z,FALSE,6.274099997679392
híbrido,macho,987.05,NA,NA,blanco,NA,21,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:17:25.249 - Status: OK,1,2024-05-06T22:17:25Z,FALSE,0.8284166693687439
peruano,hembra,695.22,29,18,blanco,sano,13,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:22:04.723 - Status: OK,1,2024-05-06T22:22:04Z,FALSE,4.657899999618531
andino,macho,840.03,26,17,negro,gordo,32,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:24:17.699 - Status: OK,1,2024-05-06T22:24:17Z,FALSE,2.216266663869222
peruano,macho,866.93,25,18,blanco,gordo,31,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:24:40.182 - Status: OK,1,2024-05-06T22:24:40Z,FALSE,0.3747166673342387
andino,macho,705.94,24,19,blanco,sano,63,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:26:39.673 - Status: OK,1,2024-05-06T22:26:39Z,FALSE,1.991516669591268
abisinio,macho,566.11,NA,17,marrón oscuro,sano,24,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:26:48.069 - Status: OK,1,2024-05-06T22:26:48Z,FALSE,0.13993333180745443
peruano,hembra,669.84,NA,17,marrón,sano,62,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:27:00.454 - Status: OK,1,2024-05-06T22:27:00Z,FALSE,0.20641666650772095
peruano,macho,689.92,NA,20,blanco,sano,38,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:28:29.358 - Status: OK,1,2024-05-06T22:28:29Z,FALSE,1.4817333340644836
andino,macho,935.13,NA,17,negro,gordo,34,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:28:43.683 - Status: OK,1,2024-05-06T22:28:43Z,FALSE,0.2387500007947286
peruano,macho,707.16,27,NA,negro,NA,21,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:31:48.371 - Status: OK,1,2024-05-06T22:31:48Z,FALSE,3.0781333327293394
peruano,macho,791.6,29,21,pintado,sano,22,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:33:33.672 - Status: OK,1,2024-05-06T22:33:33Z,FALSE,1.755016664663951
andino,hembra,685.52,23,16,blanco,gordo,30,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:35:56.464 - Status: OK,1,2024-05-06T22:35:56Z,FALSE,2.379866667588552
peruano,hembra,767.29,25,19,blanco,sano,NA,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:36:43.47 - Status: ERR,1,2024-05-06T22:36:43Z,TRUE,0.7834333340326946
abisinio,macho,655.37,21,16,negro,sano,35,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:40:15.564 - Status: OK,1,2024-05-06T22:40:15Z,FALSE,3.5348999977111815
peruano,macho,648.44,24,19,blanco,sano,22,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:41:38.376 - Status: OK,1,2024-05-06T22:41:38Z,FALSE,1.3802000006039938
abisinio,macho,694.88,NA,15,pintado,gordo,30,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:42:04.623 - Status: OK,1,2024-05-06T22:42:04Z,FALSE,0.43744999965031944
andino,hembra,617.47,24,16,rojizo,sano,45,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:47:41.409 - Status: OK,1,2024-05-06T22:47:41Z,FALSE,5.613100000222524
peruano,macho,1033.23,27,NA,pintado,NA,24,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:48:20.153 - Status: OK,1,2024-05-06T22:48:20Z,FALSE,0.6457333366076151
peruano,hembra,1013.39,26,19,negro,gordo,50,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:48:26.533 - Status: OK,1,2024-05-06T22:48:26Z,FALSE,0.10633333126703898
peruano,macho,NA,27,NA,blanco,NA,41,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:48:57.921 - Status: OK,1,2024-05-06T22:48:57Z,FALSE,0.5231333335240682
peruano,hembra,NA,22,18,pintado,NA,29,Ser. No.: 6543BF2-X - Date: 2024-05-06 17:53:39.26 - Status: OK,1,2024-05-06T22:53:39Z,FALSE,4.6889833331108095
americano,macho,1115.68,NA,20,negro,gordo,24,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:01:29.782 - Status: OK,1,2024-05-06T23:01:29Z,FALSE,7.84203333457311
andino,macho,NA,29,18,tricolor,NA,22,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:07:35.446 - Status: OK,1,2024-05-06T23:07:35Z,FALSE,6.094400000572205
andino,macho,788.37,27,17,tricolor,gordo,63,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:07:47.259 - Status: OK,1,2024-05-06T23:07:47Z,FALSE,0.1968833327293396
peruano,macho,NA,30,21,negro,NA,NA,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:10:39.258 - Status: ERR,1,2024-05-06T23:10:39Z,TRUE,2.8666499972343447
peruano,macho,NA,25,19,pintado,NA,18,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:15:19.205 - Status: OK,1,2024-05-06T23:15:19Z,FALSE,4.665783333778381
andino,macho,NA,NA,19,negro,NA,54,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:16:25.693 - Status: OK,1,2024-05-06T23:16:25Z,FALSE,1.108133335908254
híbrido,macho,625.65,NA,13,tricolor,obeso,33,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:17:59.884 - Status: OK,1,2024-05-06T23:17:59Z,FALSE,1.569849999745687
peruano,hembra,721.42,NA,19,marrón,sano,64,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:19:07.869 - Status: OK,1,2024-05-06T23:19:07Z,FALSE,1.1330833315849305
americano,hembra,927.18,31,NA,blanco,NA,54,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:25:14.566 - Status: OK,1,2024-05-06T23:25:14Z,FALSE,6.111616667111715
peruano,hembra,NA,25,NA,blanco,NA,14,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:26:02.566 - Status: OK,1,2024-05-06T23:26:02Z,FALSE,0.8
peruano,macho,836.15,24,20,negro,sano,14,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:30:14.476 - Status: OK,1,2024-05-06T23:30:14Z,FALSE,4.198500001430512
peruano,macho,965.36,25,19,negro,gordo,31,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:30:18.185 - Status: OK,1,2024-05-06T23:30:18Z,FALSE,0.06181666453679402
peruano,macho,877.26,25,20,marrón,sano,26,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:32:51.748 - Status: OK,1,2024-05-06T23:32:51Z,FALSE,2.5593833327293396
híbrido,macho,747.84,NA,13,blanco,obeso,39,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:37:14.832 - Status: OK,1,2024-05-06T23:37:14Z,FALSE,4.384733335177104
peruano,hembra,680.19,23,18,blanco,sano,20,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:37:58.853 - Status: OK,1,2024-05-06T23:37:58Z,FALSE,0.7336833318074544
peruano,hembra,698.03,25,17,marrón,sano,45,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:52:31.844 - Status: OK,1,2024-05-06T23:52:31Z,FALSE,14.549850002924602
peruano,macho,782.13,NA,19,pintado,sano,39,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:53:34.543 - Status: OK,1,2024-05-06T23:53:34Z,FALSE,1.0449833313624064
peruano,macho,801.73,28,21,negro,sano,53,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:55:23.039 - Status: OK,1,2024-05-06T23:55:23Z,FALSE,1.8082666675249737
peruano,macho,760.27,26,20,blanco,sano,27,Ser. No.: 6543BF2-X - Date: 2024-05-06 18:57:01.21 - Status: OK,1,2024-05-06T23:57:01Z,FALSE,1.6361833333969116
andino,macho,971.09,27,17,rojizo,gordo,45,Ser. No.: 6543BF2-X - Date: 2024-05-06 19:03:36.933 - Status: OK,1,2024-05-07T00:03:36Z,FALSE,6.595383334159851
peruano,hembra,665.19,25,17,negro,sano,45,Ser. No.: 6543BF2-X - Date: 2024-05-06 19:04:08.602 - Status: OK,1,2024-05-07T00:04:08Z,FALSE,0.5278166651725769
americano,hembra,1123.28,24,21,marrón,gordo,NA,Ser. No.: 6543BF2-X - Date: 2024-05-06 19:04:27.903 - Status: ERR,1,2024-05-07T00:04:27Z,TRUE,0.32168333530426024
andino,macho,639.87,22,19,tricolor,sano,30,Ser. No.: 6543BF2-X - Date: 2024-05-06 19:05:07.175 - Status: OK,1,2024-05-07T00:05:07Z,FALSE,0.654533330599467
peruano,hembra,775.76,22,17,negro,gordo,46,Ser. No.: 6543BF2-X - Date: 2024-05-07 06:01:25.595 - Status: OK,1,2024-05-07T11:01:25Z,FALSE,NA
peruano,macho,NA,29,NA,blanco,NA,13,Ser. No.: 6543BF2-X - Date: 2024-05-07 06:03:18.254 - Status: OK,1,2024-05-07T11:03:18Z,FALSE,1.877649998664856
abisinio,macho,586.66,21,17,negro,sano,26,Ser. No.: 6543BF2-X - Date: 2024-05-07 06:05:15.236 - Status: OK,1,2024-05-07T11:05:15Z,FALSE,1.9497000018755597
peruano,macho,720.89,27,NA,negro,NA,42,Ser. No.: 6543BF2-X - Date: 2024-05-07 06:06:33.918 - Status: OK,1,2024-05-07T11:06:33Z,FALSE,1.3113666653633118
peruano,hembra,NA,NA,17,blanco,NA,32,Ser. No.: 6543BF2-X - Date: 2024-05-07 06:10:02.872 - Status: OK,1,2024-05-07T11:10:02Z,FALSE,3.482566666603089
peruano,macho,768.97,30,20,blanco,sano,26,Ser. No.: 6543BF2-X - Date: 2024-05-07 06:10:43.846 - Status: OK,1,2024-05-07T11:10:43Z,FALSE,0.6828999996185303
andino,macho,NA,26,18,negro,NA,43,Ser. No.: 6543BF2-X - Date: 2024-05-07 06:15:24.075 - Status: OK,1,2024-05-07T11:15:24Z,FALSE,4.670483334859212
andino,macho,790.18,23,18,negro,sano,55,Ser. No.: 6543BF2-X - Date: 2024-05-07 06:17:33.652 - Status: OK,1,2024-05-07T11:17:33Z,FALSE,2.1596166650454203
peruano,hembra,556.18,20,19,marrón,sano,53,Ser. No.: 6543BF2-X - Date: 2024-05-07 06:22:01.543 - Status: OK,1,2024-05-07T11:22:01Z,FALSE,4.464850000540415
andino,macho,670.18,26,NA,tricolor,NA,22,Ser. No.: 6543BF2-X - Date: 2024-05-07 06:31:28.007 - Status: OK,1,2024-05-07T11:31:28Z,FALSE,9.441066666444142
andino,macho,738.22,NA,19,negro,sano,16,Ser. No.: 6543BF2-X - Date: 2024-05-07 06:34:17.797 - Status: OK,1,2024-05-07T11:34:17Z,FALSE,2.8298333326975507
