Marca temporal,Alumno encuestador ,Sexo,Edad,Carrera,Ciclo:,¿Cuántas asignaturas cursas actualmente?,¿Recibes algún apoyo económico para estudiar UTEC?,¿Consume café?, En promedio ¿Cuántas tazas de café consumes en un día?,"Antes de ser alumno de UTEC, ¿cuántas tazas de café consumías al día aproximadamente?","Durante un día de exámenes, ¿Cuántas tazas de café consumes?",¿Con qué frecuencia tomas café diariamente?,¿Cuál fue tu promedio ponderado en el ciclo 2024-1? (Tal cual aparece en tu intranet de estudiante).,¿Dedicas tiempo extra al estudio cuando consumes café? ¿Cuánto?,Si tuvieras que describir tu rendimiento académico cuando consumes café ¿Cómo sería?,¿Cuál es tu estado de ánimo después de consumir café?,¿Cuál es el motivo por el que consumes café?,¿Consideras que vives muy lejos de la UTEC? sí/no,¿Qué intensidad de café prefieres?,¿A qué temperatura consumes tu café?,¿Cuál es el monto máximo que estás dispuesto a gastar en una buena taza de café? (en soles),¿Cuánto gastas en café a la semana?,¿Cuántas horas duermes en promedio aquellos días que tomas café? ,Tiempo aproximado entre cada taza de café que consumes. (Medido en horas),En promedio ¿Cuántas horas descansas por día?,¿Cuál es la cantidad máxima de horas antes de dormir en la que consumirías café? ,¿Cuál es el nivel de dependencia al café para mantenerte despierto durante las noches de estudio?,¿Cómo crees que te afecta el consumo de café?,¿Con qué frecuencia consumes café por la noche?,¿Qué tan frecuente te reúnes a tomar café con tus amigos?,¿Cuántas veces sueles ir a cafeterías a la semana? ,¿Cuántas cucharadas de azúcar le echas a una taza de café?,¿Te gusta acompañar el café con otros alimentos?,¿Cuántas horas duermes por la noche en promedio cuando consumes café?,¿Tu nivel de estrés cambia cuándo consumes café?,Si la respuesta anterior fue sí. ¿Cómo ha cambiado tu nivel de estrés después de consumir café?,"En una escala del 1 al 5, ¿Cómo calificarías el nivel de energía que sientes después de consumir café?
1: No me brinda nada de energía
3: Neutral
5: Me brinda mucha energía",¿Consideras que el consumo de café tiene algún efecto en tu bienestar físico o mental?,¿En qué lugar consumes café con mayor frecuencia?,¿En qué momento del día consumes café con mayor frecuencia?,¿En qué tipo de establecimiento compras café con mayor frecuencia?,¿Qué tipo de café prefieres tomar en tus jornadas de estudio?,¿Tu consumo de café cambió al ingresar a la universidad?
9/24/24 12:12,71,Femenino,20,Ingeniería Mecatrónica,5,6,Ninguno,Sí,3,0,4,Siempre,16,No dedico tiempo extra,Bueno,Despierto,"Aumento de energía, Reducción de la Fatiga",No,Medio,Alta,9,0,6,"<4,6]",6,3,Muy Alta,No me afecta,Rara vez,Algunas veces,0,0,A veces,6,Sí,Aumenta,4,"Sí, afecta mi bienestar mental",En la universidad,En la mañana,Hago mi propio café,Café Americano,Aumentó mucho
9/24/24 12:12,71,Masculino,18,Administración y negocios digitales,4,5,Ninguno,Sí,2,1,3,Frecuentemente,15.64,Más de 40 minutos,Excelente,Ansioso,Aumento de energía,si,Medio,Baja,10,30,4,"<4,6]",6,4,Moderada,Me afecta positivamente,A veces,Nunca,2,3,Sí,4,No,,4,No afecta mi bienestar,En la universidad,En la mañana,Starbucks,Iced Latte,Aumentó
9/24/24 12:12,93,Masculino,28,Ingeniería Ambiental,6,4,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:13,93,Masculino,30,Ciencia de la Computación,4,6,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:14,71,Femenino,19,Bioingeniería,5,5,Ninguno,Sí,2,1,1,Frecuentemente,14.7,No dedico tiempo extra,Bueno,Despierto,Aumento de energía,si,Medio,Baja,20,12,7,"<4,6]",7,5,Baja,Me afecta positivamente,Rara vez,Rara vez,1,2,A veces,7,No,Neutro,3,"Sí, afecta mi bienestar mental",En casa,En la mañana,Starbucks,Capuccino,Aumentó
9/24/24 12:14,71,Femenino,18,Ingeniería Civil,2,5,Ninguno,Sí,1,0,2,Frecuentemente,14.2,Más de 40 minutos,Bueno,Despierto,Aumento de energía,Si,Medio,Alta,8,24,6,"<1,2]",6,4,Muy Alta,Me afecta negativamente,Rara vez,Algunas veces,1,0,Sí,6,Sí,Aumenta,4,"Sí, afecta mi bienestar físico",En la universidad,En la mañana,Starbucks,"Café Americano, Capuccino",Aumentó
9/24/24 12:14,93,Masculino,26,Ingeniería Civil,7,4,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:15,93,Masculino,30,Ciencia de datos,7,5,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:16,93,Masculino,27,Ciencia de datos,5,6,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:17,93,Masculino,27,Ciencia de datos,5,4,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:18,21,Masculino,21,Ingeniería Mecatrónica,4,6,Ninguno,Sí,2,1,3,A veces,15,Entre 20 a 40 minutos,Bueno,Despierto,Aumento de concentración,no,Medio,Media,12,20,6,más de 8,6,2,Moderada,No me afecta,A veces,Algunas veces,1,1,No,6,No,Neutro,4,No afecta mi bienestar,En la universidad,En la tarde,"""Bodegas"" como Listo, Tambo, etc",Café Americano,Aumentó
9/24/24 12:18,93,Masculino,27,Ingeniería de la Energía,8,5,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:19,21,Femenino,16,Ciencia de datos,2,8,Ninguno,Sí,4,14,3,Frecuentemente,13,Menos de 20 minutos,Bueno,Despierto,"Aumento de energía, Aumento de concentración",si,Fuerte,Alta,11,40,6,"<2,4]",4,4,Ninguna,No me afecta,Frecuentemente,Rara vez,4 a más,4,A veces,6,No,Neutro,4,No afecta mi bienestar,En la universidad,En la noche,Cafetería Artesanal,Café Americano,Disminuyó mucho
9/24/24 12:19,21,Masculino,19,Ciencia de la Computación,2,5,Ninguno,Sí,2,1,2,Frecuentemente,13,Entre 20 a 40 minutos,Regular,Despierto,"Aumento de energía, Reducción de la Fatiga",no,Medio,Media,20,15,8,"<4,6]",6,3,Moderada,Me afecta positivamente,Frecuentemente,Rara vez,0,2,No,8,Sí,Neutro,5,"Sí, afecta mi bienestar mental",En casa,En la noche,Hago mi propio café,Café Americano,Aumentó
9/24/24 12:19,93,Masculino,24,Administración y negocios digitales,5,6,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:20,93,Masculino,27,Ciencia de la Computación,8,5,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:21,93,Masculino,29,Administración y negocios digitales,7,4,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:22,93,Masculino,30,Ingeniería Ambiental,7,7,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:24,21,Femenino,17,Ingeniería de la Energía,2,6,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:32,71,Femenino,20,Ingeniería Industrial,6,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:33,71,Femenino,18,Bioingeniería,2,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:33,71,Femenino,19,Administración y negocios digitales,1,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:38,71,Masculino,18,Ingeniería Industrial,4,5,Semi-beca,Sí,3,3,5,Siempre,12.75,No dedico tiempo extra,Puede Mejorar,Ansioso,"Aumento de energía, Satisfacción personal",Si,Fuerte,Alta,14,50,7,"<4,6]",8,5,Ninguna,No me afecta,Rara vez,Algunas veces,2,6,Sí,8,No,Neutro,4,No afecta mi bienestar,En la universidad,En la tarde,Starbucks,"Café Americano, Café pasado, Café Irlandés, Capuccino, Mocaccino",No cambio
9/24/24 12:42,71,Masculino,20,Administración y negocios digitales,2,6,Ninguno,Sí,1,0,1,Rara vez,17.09,No dedico tiempo extra,Regular,Ansioso,Aumento de energía,no,Medio,Alta,5,0,5,más de 8,6,5,Baja,Me afecta negativamente,Rara vez,Nunca,0,2,No,5,Sí,Aumenta,3,No afecta mi bienestar,En casa,No hay horario definido,Hago mi propio café,Café pasado,Aumentó
9/24/24 12:42,72,Masculino,19,Administración y negocios digitales,2,4,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 12:44,43,Masculino,23,Ingeniería Mecatrónica,4,7,Beca,Sí,7,5,7,Siempre,15,Más de 40 minutos,Bueno,Estresado,"Aumento de energía, Reducción de la Fatiga",No,Muy Fuerte,Baja,5,15,3,"<2,4]",5,2,Muy Alta,Me afecta negativamente,Frecuentemente,Nunca,0,0,No,3,No,,4,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la mañana,Hago mi propio café,Café Americano,Aumentó
9/24/24 12:46,43,Masculino,18,Ingeniería Mecánica,2,6,Ninguno,Sí,2,0,3,Frecuentemente,12.56,Entre 20 a 40 minutos,Bueno,Despierto,"Aumento de energía, Reducción de la Fatiga",Si ,Medio,Media,10,20,4,"<1,2]",6,2,Moderada,Me afecta positivamente,A veces,Nunca,0,3,Sí,5,Sí,Disminuye,3,No afecta mi bienestar,En casa,No hay horario definido,Cafetería Artesanal,Café pasado,Aumentó mucho
9/24/24 12:53,32,Masculino,17,Ciencia de datos,2,5,Ninguno,Sí,4,1,2,Frecuentemente,13,No dedico tiempo extra,Bueno,Concentrado,Aumento de energía,Si,Suave,Media,20,10,6,"<4,6]",4,8,Moderada,No me afecta,Rara vez,Nunca,0,1,No,6,No,,3,No afecta mi bienestar,En la universidad,En la mañana,Hago mi propio café,Café Americano,Aumentó
9/24/24 12:59,71,Masculino,20,Sistemas de Información,5,5,Ninguno,Sí,1,1,1,Rara vez,17.7,No dedico tiempo extra,Bueno,Ansioso,Estímulo de creatividad,Si,Fuerte,Alta,7,10,7,más de 8,7,2,Baja,Me afecta negativamente,Rara vez,Nunca,1,0,No,7,Sí,Aumenta,3,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la mañana,Hago mi propio café,Café Americano,No cambio
9/24/24 13:07,13,Femenino,20,Ingeniería Química,3,5,Semi-beca,Sí,2,1,5,Rara vez,14.6,Entre 20 a 40 minutos,Excelente,Ansioso,"Reducción de la Fatiga, Aumento de concentración",sí,Suave,Media,22,11,4,"<6,8]",6.5,2,Moderada,No me afecta,A veces,Nunca,0,3,A veces,5,Sí,Aumenta,3,"Sí, afecta mi bienestar mental",En la universidad,En la noche,Hago mi propio café,Capuccino,Aumentó
9/24/24 13:09,43,Masculino,18,Ingeniería Industrial,2,5,Ninguno,Sí,1,5,0,A veces,10,No dedico tiempo extra,Regular,Somnoliento,"Aumento de energía, Reducción de la Fatiga",si,Muy Fuerte,Media,5,10,9,"<1,2]",8,5,Ninguna,Me afecta muy positivamente,Frecuentemente,Nunca,0,0,No,9,Sí,Disminuye,5,No afecta mi bienestar,En casa,En la noche,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Capuccino, Mocaccino",No cambio
9/24/24 13:22,42,Masculino,19,Ingeniería Mecatrónica,3,15,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:22,92,Masculino,18,Ciencia de la Computación,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:22,92,Masculino,18,Ingeniería Mecánica,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:23,13,Masculino,20,Bioingeniería,5,4,Beca,Sí,4,1,5,Rara vez,13.78,Más de 40 minutos,Excelente,Ansioso,"Aumento de energía, Socializar",sí,Fuerte,Media,2,2,7,"<2,4]",5,1,Moderada,No me afecta,Rara vez,Algunas veces,0,0.5,A veces,2332,Sí,Aumenta,4,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la noche,Hago mi propio café,"Café pasado, Café Irlandés",Aumentó mucho
9/24/24 13:24,91,Femenino,17,Ingeniería Mecánica,2,6,Ninguno,Sí,0,0,1,Rara vez,18.2,Menos de 20 minutos,Excelente,Despierto,"Aumento de energía, Reducción de la Fatiga",No,Muy Fuerte,Media,10,2,7,más de 8,7,6,Ninguna,Me afecta positivamente,Rara vez,Rara vez,0,0,A veces,7,No,,4,No afecta mi bienestar,En la universidad,En la mañana,"""Bodegas"" como Listo, Tambo, etc",Espresso doble,Aumentó
9/24/24 13:24,92,Masculino,20,Ingeniería Industrial,6,8,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:24,25,Masculino,19,Bioingeniería,2,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:24,91,Femenino,18,Bioingeniería,1,7,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:26,91,Masculino,28,Ingeniería Mecatrónica,8,2,Semi-beca,Sí,1,1,2,A veces,16,Entre 20 a 40 minutos,Bueno,Somnoliento,"Reducción de la Fatiga, Aumento de concentración",Sí,Medio,Media,7,5,6,más de 8,7,1,Baja,No me afecta,A veces,Nunca,1,1,Sí,6,Sí,Disminuye,3,"Sí, afecta mi bienestar mental",En la universidad,En la mañana,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Mocaccino",No cambio
9/24/24 13:26,92,Femenino,18,Ciencia de la Computación,2,6,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:27,93,Masculino,17,Ciencia de la Computación,2,5,Ninguno,Sí,2,2,2,Frecuentemente,16,No dedico tiempo extra,Bueno,Calmado,Gusto,Si,Medio,Media,3,6,6,"<6,8]",6,2,Ninguna,No me afecta,A veces,Nunca,0,3,A veces,6,Sí,Disminuye,3,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la mañana,Hago mi propio café,"Café Americano, Café pasado, Capuccino, Mocaccino",Aumentó
9/24/24 13:27,92,Femenino,19,Administración y negocios digitales,2,5,Ninguno,Sí,1,2,2,Frecuentemente,17,Entre 20 a 40 minutos,Bueno,Estresado,Reducción de la Fatiga,No,Medio,Baja,5,5,5,"<2,4]",8,1,Baja,No me afecta,Rara vez,Rara vez,1,0,Sí,5,Sí,Disminuye,3,No afecta mi bienestar,En la universidad,En la mañana,Starbucks,Capuccino,Aumentó
9/24/24 13:27,25,Masculino,18,Ingeniería Mecatrónica,1,7,Ninguno,Sí,1,0,1,Rara vez,Todavia no lo veo,No dedico tiempo extra,Puede Mejorar,Concentrado,Cuando se me antoja,Sí ,Medio,Alta,2.5,1,3,más de 8,7,5,Ninguna,Me afecta negativamente,Rara vez,Nunca,2,3,No,2,Sí,Neutro,2,"Sí, afecta mi bienestar mental",En la universidad,No hay horario definido,Hago mi propio café,"Capuccino, Mocaccino",Aumentó
9/24/24 13:27,91,Masculino,17,Bioingeniería,2,7,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:28,92,Masculino,21,Ciencia de la Computación,5,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:28,13,Masculino,18,Ciencia de datos,2,5,Semi-beca,Sí,1,0,0,Rara vez,16.05,No dedico tiempo extra,Excelente,Despierto,Gusto,Si,Medio,Media,15,5,8,"<1,2]",7,4,Baja,No me afecta,Rara vez,Nunca,1,0.5,Sí,8,No,,1,No afecta mi bienestar,En la universidad,En la mañana,"""Bodegas"" como Listo, Tambo, etc","Café pasado, Mocaccino",No cambio
9/24/24 13:29,21,Masculino,21,Ingeniería Mecánica,2,6,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:29,21,Masculino,17,Ingeniería de la Energía,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:29,21,Masculino,18,Ingeniería Química,6,5,Semi-beca,Sí,1,0,3,A veces,15.8,Más de 40 minutos,Regular,Ansioso,Reducción de la Fatiga,si,Fuerte,Alta,15,15,2,"<4,6]",4,6,Baja,No me afecta,A veces,Nunca,0,0,No,7,Sí,Aumenta,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la tarde,Hago mi propio café,Café Americano,Aumentó
9/24/24 13:29,21,Masculino,19,Administración y negocios digitales,2,4,Ninguno,Sí,1,1,1,Rara vez,11,Más de 40 minutos,Bueno,Despierto,Aumento de energía,no,Suave,Alta,25,0,8,"<1,2]",7,8,Baja,No me afecta,A veces,Nunca,0,3,A veces,9,No,Aumenta,3,No afecta mi bienestar,En casa,En la mañana,Cafetería Artesanal,Capuccino,No cambio
9/24/24 13:29,21,Masculino,18,Sistemas de Información,2,6,Ninguno,Sí,1,1,3,Frecuentemente,16,Entre 20 a 40 minutos,Bueno,Ansioso,Aumento de energía,no,Medio,Baja,15,20,8,"<4,6]",8,1,Moderada,No me afecta,Rara vez,Rara vez,2,2,Sí,5,No,Neutro,1,No afecta mi bienestar,En casa,En la mañana,Starbucks,Capuccino,Aumentó
9/24/24 13:29,21,Masculino,21,Ingeniería Electrónica,3,4,Semi-beca,Sí,1,1,4,A veces,14.5,Más de 40 minutos,Bueno,Concentrado,"Aumento de energía, Reducción de la Fatiga",si,Medio,Media,20,35,7,"<2,4]",7,2,Baja,No me afecta,A veces,Rara vez,1,1,A veces,7,No,,3,No afecta mi bienestar,En casa,En la mañana,Starbucks,"Café Americano, Capuccino, Mocaccino",No cambio
9/24/24 13:29,92,Masculino,17,Bioingeniería,2,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:30,92,Femenino,17,Ciencia de la Computación,2,5,Beca,Sí,1,0,4,A veces,17.9,Entre 20 a 40 minutos,Bueno,Ansioso,Reducción de la Fatiga,No,Fuerte,Media,12,26,8,"<6,8]",2,8,Moderada,Me afecta negativamente,A veces,Siempre,3,3,Sí,3,Sí,Aumenta,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la noche,Cafetería Artesanal,Capuccino,Aumentó mucho
9/24/24 13:31,92,Masculino,18,Ingeniería Mecatrónica,3,5,Beca,Sí,1,5,2,A veces,-2000,No dedico tiempo extra,Excelente,Despierto,Socializar,Talvez,Muy Fuerte,Alta,100,50,6,más de 8,6,0,Ninguna,No me afecta,Siempre,Nunca,0,3,Sí,6,No,,3,"Sí, afecta mi bienestar mental",En casa,No hay horario definido,Hago mi propio café,"El peligroso, el expreso ",No cambio
9/24/24 13:31,71,Femenino,18,Ingeniería Industrial,4,5,Ninguno,Sí,1,1,2,Frecuentemente,17,Más de 40 minutos,Puede Mejorar,Ansioso,Aumento de energía,Si,Fuerte,Alta,13,12,8,más de 8,8,3,Alta,No me afecta,Rara vez,Algunas veces,0,1,A veces,8,Sí,Aumenta,4,"Sí, afecta mi bienestar mental",En la universidad,No hay horario definido,Hago mi propio café,Capuccino,Aumentó
9/24/24 13:31,93,Masculino,21,Ingeniería Mecatrónica,10,4,Ninguno,Sí,2,2,2,Frecuentemente,16.48,Entre 20 a 40 minutos,Regular,Despierto,"Aumento de energía, Aumento de concentración",Si,Medio,Media,8,10,8,"<2,4]",8,1,Ninguna,No me afecta,Frecuentemente,Nunca,0,2,A veces,8,No,,3,No afecta mi bienestar,En casa,No hay horario definido,Hago mi propio café,"Café Americano, Café pasado, Capuccino",No cambio
9/24/24 13:32,92,Masculino,17,Administración y negocios digitales,2,6,Ninguno,Sí,1,1,2,A veces,12,Entre 20 a 40 minutos,Bueno,Despierto,"Aumento de energía, Aumento de concentración",Si,Medio,Media,15,2,7,"<6,8]",7,2,Moderada,No me afecta,A veces,Rara vez,2,4,A veces,7,Sí,Aumenta,3,"Sí, afecta mi bienestar mental",En el trabajo,En la noche,Starbucks,Capuccino,Disminuyó
9/24/24 13:32,91,Masculino,18,Ingeniería Mecatrónica,4,5,Ninguno,Sí,0,0,0,A veces,14.34,Menos de 20 minutos,Regular,Zzz,Estímulo de creatividad,Si,Fuerte,Media,5,13,5,"<2,4]",6,10,Ninguna,No me afecta,Rara vez,Nunca,0,4,No,3,Sí,Neutro,1,"Sí, afecta mi bienestar físico",En casa,No hay horario definido,"""Bodegas"" como Listo, Tambo, etc",Café Americano,Aumentó mucho
9/24/24 13:32,25,Masculino,18,Bioingeniería,2,7,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:33,22,Masculino,17,Ingeniería Mecánica,2,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:34,93,Femenino,19,Ingeniería Mecatrónica,3,4,Beca,Sí,2,3,2,A veces,11,No dedico tiempo extra,Regular,Normal ,Para hidratarme ,Si,Medio,Media,2,2,5,"<1,2]",6,2,Baja,No me afecta,A veces,Rara vez,0,3,Sí,5,No,,3,"Sí, afecta tanto mi bienestar físico como mental",En casa,No hay horario definido,Hago mi propio café,Café Americano,No cambio
9/24/24 13:35,92,Masculino,18,Ingeniería Mecatrónica,4,6,Ninguno,Sí,2,1,2,Siempre,15,Más de 40 minutos,Excelente,Concentrado,"Aumento de energía, Aumento de concentración",si,Medio,Media,5,2,4,más de 8,5,6,Alta,No me afecta,A veces,Nunca,0,2,No,4,No,,3,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la mañana,Hago mi propio café,Café pasado,Aumentó
9/24/24 13:36,92,Femenino,18,Ingeniería Ambiental,2,6,Ninguno,Sí,2,0,3,A veces,15,Más de 40 minutos,Bueno,Despierto,"Aumento de energía, Aumento de concentración",no,Medio,Media,9,10,4,"<2,4]",5,2,Alta,Me afecta positivamente,A veces,Nunca,0,3,Sí,5,Sí,Disminuye,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la noche,Hago mi propio café,Café Americano,Aumentó mucho
9/24/24 13:37,93,Masculino,19,Ciencia de la Computación,4,5,Ninguno,Sí,5,0,3,Rara vez,13.67,Menos de 20 minutos,Regular,Concentrado,Reducción de la Fatiga,10,Suave,Media,1,5,4,"<2,4]",5,4,Moderada,No me afecta,A veces,Rara vez,1,0,Sí,5,Sí,Disminuye,3,No afecta mi bienestar,En casa,En la mañana,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Capuccino, Mocaccino",Aumentó
9/24/24 13:38,22,Femenino,18,Ciencia de la Computación,2,6,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:39,92,Masculino,21,Ingeniería Mecánica,5,6,Ninguno,Sí,4,2,8,Frecuentemente,12,Más de 40 minutos,Regular,Despierto,"Aumento de energía, Aumento de concentración, Estímulo de creatividad",Si,Fuerte,Alta,10,10,4,"<2,4]",6,3,Moderada,Me afecta positivamente,Frecuentemente,Algunas veces,3,2,A veces,4,Sí,Aumenta,5,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la noche,Hago mi propio café,Café pasado,Aumentó mucho
9/24/24 13:39,92,Femenino,19,Ingeniería Ambiental,5,15,Beca,Sí,1,1,1,A veces,14,Más de 40 minutos,Bueno,Concentrado,Aumento de energía,Sí ,Suave,Media,3,3,6,"<6,8]",7,3,Baja,No me afecta,Rara vez,Nunca,1,3,Sí,6,No,,5,"Sí, afecta mi bienestar físico",En la universidad,En la noche,Hago mi propio café,Café pasado,Aumentó
9/24/24 13:39,22,Masculino,21,Ciencia de la Computación,5,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:40,92,Masculino,19,Ingeniería Mecatrónica,6,6,Ninguno,Sí,1,0,1,Rara vez,13.2,Entre 20 a 40 minutos,Regular,Ansioso,Reducción de la Fatiga,Sí,Medio,Media,2.5,3,7,más de 8,6,8,Moderada,No me afecta,A veces,Rara vez,1,3,Sí,7,No,Neutro,3,"Sí, afecta mi bienestar mental",En casa,En la mañana,Hago mi propio café,"Capuccino, Mocaccino",No cambio
9/24/24 13:40,91,Masculino,22,Ingeniería Civil,9,7,Beca,Sí,1,0,2,A veces,15,Entre 20 a 40 minutos,Regular,Somnoliento,"Aumento de energía, Socializar",Sí,Medio,Media,3,5,4,"<1,2]",5,4,Baja,No me afecta,Rara vez,Nunca,1,2,Sí,4,No,Neutro,3,No afecta mi bienestar,En casa,En la noche,Hago mi propio café,Capuccino,Aumentó
9/24/24 13:40,25,Masculino,18,Ciencia de la Computación,3,4,Ninguno,Sí,1,1,1,A veces,14.7,Entre 20 a 40 minutos,Regular,Ansioso,"Aumento de energía, Aumento de concentración",No,Medio,Baja,8,16,8,"<2,4]",8,1,Moderada,Me afecta positivamente,Rara vez,Nunca,1,2,Sí,8,Sí,Neutro,3,No afecta mi bienestar,En casa,En la tarde,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Capuccino",Aumentó
9/24/24 13:40,92,Masculino,19,Ingeniería Mecatrónica,6,6,Beca,Sí,2,1,2,A veces,14.9,Más de 40 minutos,Bueno,Concentrado,"Reducción de la Fatiga, Aumento de concentración",Si,Medio,Media,1,5,8,más de 8,8,2,Moderada,No me afecta,A veces,Rara vez,2,3,A veces,6,Sí,Aumenta,3,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la tarde,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Capuccino",No cambio
9/24/24 13:41,93,Femenino,19,Ingeniería Civil,1,5,Beca,Sí,2,0,2,Frecuentemente,No sé ,Más de 40 minutos,Bueno,Concentrado,Aumento de energía,No,Medio,Media,5,27,5,"<4,6]",5,5,Ninguna,No me afecta,Rara vez,Nunca,0,1,No,5,No,,5,No afecta mi bienestar,En la universidad,En la mañana,"""Bodegas"" como Listo, Tambo, etc",Capuccino,Aumentó
9/24/24 13:41,22,Masculino,18,Ingeniería Ambiental,2,5,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:41,23,Masculino,17,Ciencia de la Computación,2,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:42,93,Masculino,18,Ingeniería Civil,4,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:42,84,Masculino,19,Ingeniería Mecatrónica,4,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:42,93,Masculino,18,Ciencia de la Computación,4,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:43,91,Masculino,22,Ingeniería de la Energía,7,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:44,92,Masculino,19,Ingeniería Mecánica,4,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/24 13:44,91,Masculino,20,Bioingeniería,7,8,Ninguno,Sí,1,2,3,A veces,13.5,Entre 20 a 40 minutos,Bueno,Despierto,Aumento de energía,Si,Fuerte,Alta,10,10,6,"<1,2]",8,4,Moderada,Me afecta positivamente,A veces,Rara vez,2,2,Sí,6,Sí,Aumenta,4,"Sí, afecta mi bienestar mental",En casa,En la noche,"""Bodegas"" como Listo, Tambo, etc",Café Americano,Aumentó
9/24/24 13:44,91,Masculino,19,Ingeniería de la Energía,4,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
